时间,小区名称,小区上行平均激活用户数,小区下行平均激活用户数,下行平均使用的PRB个数,上行平均使用的PRB个数
2024/11/16 12:00,888,0.0526,0.1706,4.3672,7.6314
2024/11/16 13:00,888,0.0512,0.1689,4.3204,7.6194
2024/11/16 14:00,888,0.0617,0.2060,4.4744,7.7172
2024/11/16 15:00,888,0.0699,0.2306,4.4876,7.7264
2024/11/16 16:00,888,0.0865,0.2791,4.5927,7.8055
2024/11/16 17:00,888,0.0919,0.3232,4.6179,7.8343
2024/11/16 18:00,888,0.0778,0.2621,4.4731,7.7877
2024/11/16 19:00,888,0.0527,0.1693,4.2638,7.6431
2024/11/16 20:00,888,0.0525,0.1625,4.3328,7.6244
2024/11/16 21:00,888,0.0470,0.1443,4.3086,7.6743
2024/11/16 22:00,888,0.0427,0.1302,4.2708,7.6571
2024/11/16 23:00,888,0.0420,0.1246,4.2630,7.6337
2024/11/1 0:00,889,0.0548,0.1263,4.6938,7.6230
2024/11/1 1:00,889,0.1521,0.1703,5.6156,6.0863
2024/11/1 2:00,889,0.1598,0.4286,4.7408,6.0193
2024/11/1 3:00,889,0.1613,0.3943,4.7093,6.0641
2024/11/1 4:00,889,0.1611,0.3520,4.3096,5.9874
2024/11/1 5:00,889,0.1464,0.1852,4.4394,6.1959
2024/11/1 6:00,889,0.0022,0.0013,4.3008,7.8261
2024/11/1 7:00,889,0.0423,0.0946,4.0841,7.3717
2024/11/1 8:00,889,0.0468,0.1289,4.1219,7.4106
2024/11/1 9:00,889,0.0425,0.1222,4.1334,7.4453
2024/11/1 10:00,889,0.0480,0.1403,4.6072,7.5094
2024/11/1 11:00,889,0.0562,0.1611,5.0529,7.5960
2024/11/1 12:00,889,0.0619,0.1933,4.9949,7.5924
2024/11/1 13:00,889,0.0589,0.1883,4.9772,7.4849
2024/11/1 14:00,889,0.0581,0.1768,4.8676,7.5698
2024/11/1 15:00,889,0.0575,0.1813,4.8592,7.5395
2024/11/1 16:00,889,0.0757,0.2062,5.4779,7.6917
2024/11/1 17:00,889,0.0681,0.1962,5.2979,7.6306
2024/11/1 18:00,889,0.0742,0.2282,5.1509,7.6555
2024/11/1 19:00,889,0.0617,0.1978,4.9520,7.5612
2024/11/1 20:00,889,0.0719,0.2183,5.5431,7.7661
2024/11/1 21:00,889,0.0690,0.2312,5.3283,7.7518
2024/11/1 22:00,889,0.0700,0.2145,5.1067,7.7332
2024/11/1 23:00,889,0.0620,0.1861,4.9508,7.7036
2024/11/16 0:00,889,0.0282,0.0707,4.4648,7.7269
2024/11/16 1:00,889,0.0019,0.0028,4.5115,7.2973
2024/11/16 2:00,889,0.0059,0.0072,4.6606,7.5111
2024/11/16 3:00,889,0.0001,0.0001,4.2995,6.7611
2024/11/16 4:00,889,0.1286,0.1302,5.1110,6.0714
2024/11/16 5:00,889,0.1286,0.1757,4.4463,5.9948
2024/11/16 6:00,889,0.0072,0.0425,4.2102,7.2961
2024/11/16 7:00,889,0.0171,0.0348,4.0850,7.3860
2024/11/16 8:00,889,0.0409,0.0637,4.2613,7.5368
2024/11/16 9:00,889,0.0481,0.0901,4.2549,7.4481
2024/11/16 10:00,889,0.0484,0.1492,4.3763,7.5028
2024/11/16 11:00,889,0.0465,0.1359,4.3608,7.5243
2024/11/16 12:00,889,0.0510,0.1512,4.6431,7.6297
2024/11/16 13:00,889,0.0534,0.1565,4.5852,7.5745
2024/11/16 14:00,889,0.0554,0.1632,4.6123,7.5330
2024/11/16 15:00,889,0.0567,0.1693,4.7799,7.5295
2024/11/16 16:00,889,0.0533,0.1560,4.8642,7.6149
2024/11/16 17:00,889,0.0507,0.1447,4.5141,7.5278
2024/11/16 18:00,889,0.0511,0.1470,4.5832,7.5840
2024/11/16 19:00,889,0.0538,0.1539,4.6873,7.6553
2024/11/16 20:00,889,0.0537,0.1595,4.5622,7.5766
2024/11/16 21:00,889,0.0483,0.1429,4.5827,7.6343
2024/11/16 22:00,889,0.0504,0.1503,4.4789,7.5937
2024/11/16 23:00,889,0.0464,0.1077,4.5549,7.6835
2024/11/1 0:00,898,0.1749,0.5009,6.9577,8.2357
2024/11/1 1:00,898,0.1652,0.2984,5.8367,6.0932
2024/11/1 2:00,898,0.1668,0.3526,4.6973,6.0205
2024/11/1 3:00,898,0.1685,0.3261,4.6323,6.0663
2024/11/1 4:00,898,0.1681,0.2884,4.2667,5.9022
2024/11/1 5:00,898,0.1586,0.2354,4.5213,6.1966
2024/11/1 6:00,898,0.0915,0.3032,4.8388,7.9438
2024/11/1 7:00,898,0.1424,0.4123,5.5866,8.2162
2024/11/1 8:00,898,0.1335,0.3708,5.6205,8.2331
2024/11/1 9:00,898,0.1358,0.4153,5.6898,8.1908
2024/11/1 10:00,898,0.1636,0.4961,6.2087,8.3758
2024/11/1 11:00,898,0.1662,0.5583,6.4641,8.4147
2024/11/1 12:00,898,0.1731,0.4786,7.2792,8.5288
2024/11/1 13:00,898,0.1432,0.3885,6.3711,8.1901
2024/11/1 14:00,898,0.1132,0.3373,5.8617,8.1468
2024/11/1 15:00,898,0.1209,0.3148,5.9694,8.2510
2024/11/1 16:00,898,0.1406,0.3815,6.2397,8.3078
2024/11/1 17:00,898,0.1679,0.4173,6.3677,8.3682
2024/11/1 18:00,898,0.1783,0.4454,6.5800,8.4563
2024/11/1 19:00,898,0.1749,0.4342,6.4829,8.3223
2024/11/1 20:00,898,0.2118,0.5264,6.8877,8.5277
2024/11/1 21:00,898,0.2404,0.6326,6.5089,8.6539
2024/11/1 22:00,898,0.2728,0.6938,6.6517,8.6837
2024/11/1 23:00,898,0.3102,0.7733,8.1394,9.0567
2024/11/16 0:00,898,0.0993,0.2995,5.8176,8.0339
2024/11/16 1:00,898,0.1163,0.3633,6.1146,8.6107
2024/11/16 2:00,898,0.0843,0.2870,5.3858,8.1762
2024/11/16 3:00,898,0.0631,0.2055,5.1319,7.8042
2024/11/16 4:00,898,0.1505,0.1891,5.4203,6.0140
2024/11/16 5:00,898,0.1505,0.2628,4.7564,5.9441
2024/11/16 6:00,898,0.0929,0.2597,4.9032,7.9790
2024/11/16 7:00,898,0.1127,0.2945,5.3240,8.0617
2024/11/16 8:00,898,0.1314,0.3371,6.1860,8.2180
2024/11/16 9:00,898,0.1218,0.3216,5.8512,8.1023
2024/11/16 10:00,898,0.1158,0.3123,5.5394,8.0544
2024/11/16 11:00,898,0.1387,0.3622,6.0218,8.1937
2024/11/16 12:00,898,0.1450,0.3578,6.2347,8.2903
2024/11/16 13:00,898,0.1178,0.3000,5.7012,8.1028
2024/11/16 14:00,898,0.0951,0.2477,5.3487,7.9415
2024/11/16 15:00,898,0.1218,0.3317,6.0278,8.1413
2024/11/16 16:00,898,0.1276,0.3436,6.0202,8.1827
2024/11/16 17:00,898,0.1588,0.4124,6.8972,8.4416
2024/11/16 18:00,898,0.1519,0.3776,6.6158,8.3911
2024/11/16 19:00,898,0.1620,0.3994,6.6675,8.5640
2024/11/16 20:00,898,0.1746,0.4530,6.8119,8.5600
2024/11/16 21:00,898,0.1793,0.4891,6.3954,8.4669
2024/11/16 22:00,898,0.1487,0.4034,5.8066,8.3125
2024/11/16 23:00,898,0.1111,0.3234,5.9521,8.1492
2024/11/1 0:00,900,0.1815,0.4012,5.7303,9.1194
2024/11/1 1:00,900,0.1595,0.3360,5.5259,6.0301
2024/11/1 2:00,900,0.1708,0.4407,4.3781,5.9527
2024/11/1 3:00,900,0.1608,0.4067,4.3175,5.9860
2024/11/1 4:00,900,0.1610,0.3646,4.0094,5.6602
2024/11/1 5:00,900,0.1532,0.2256,4.1505,6.0924
2024/11/1 6:00,900,0.0491,0.1618,4.4516,7.7731
2024/11/1 7:00,900,0.0561,0.1740,4.5228,7.8450
2024/11/1 8:00,900,0.0616,0.2019,4.5496,7.9656
2024/11/1 9:00,900,0.0981,0.3123,4.8377,8.2445
2024/11/1 10:00,900,0.1398,0.4609,5.2433,8.6701
2024/11/1 11:00,900,0.1401,0.4628,5.5571,8.8357
2024/11/1 12:00,900,0.1271,0.4246,5.4071,8.6936
2024/11/1 13:00,900,0.1164,0.3738,5.3351,8.5119
2024/11/1 14:00,900,0.1140,0.3966,5.0893,8.6108
2024/11/1 15:00,900,0.1638,0.5449,5.5249,9.2046
2024/11/1 16:00,900,0.1764,0.5006,5.5225,9.0630
2024/11/1 17:00,900,0.1970,0.6047,5.6378,9.2755
2024/11/1 18:00,900,0.1965,0.5963,5.7282,9.1862
2024/11/1 19:00,900,0.1766,0.5121,5.5765,8.9112
2024/11/1 20:00,900,0.1998,0.5824,5.8158,9.2384
2024/11/1 21:00,900,0.2086,0.5842,5.8610,9.1527
2024/11/1 22:00,900,0.1991,0.5294,5.8660,9.2563
2024/11/1 23:00,900,0.1569,0.3826,5.7178,8.8011
2024/11/16 0:00,900,0.1299,0.3554,5.5157,8.7952
2024/11/16 1:00,900,0.1072,0.3074,5.6532,8.7861
2024/11/16 2:00,900,0.0798,0.2330,5.1544,8.3110
2024/11/16 3:00,900,0.0847,0.2468,5.5728,8.5700
2024/11/16 4:00,900,0.1472,0.2197,5.3269,6.0765
2024/11/16 5:00,900,0.1472,0.2505,4.6312,5.9996
2024/11/16 6:00,900,0.0539,0.1696,4.4581,7.7312
2024/11/16 7:00,900,0.0596,0.1714,4.6671,8.0543
2024/11/16 8:00,900,0.0690,0.2127,4.7205,8.0390
2024/11/16 9:00,900,0.1001,0.3296,5.2021,8.5370
2024/11/16 10:00,900,0.1096,0.4447,5.6619,8.8326
2024/11/16 11:00,900,0.1082,0.4218,5.2620,8.6926
2024/11/16 12:00,900,0.1193,0.3934,5.4417,8.7348
2024/11/16 13:00,900,0.1292,0.4063,5.3778,8.7446
2024/11/16 14:00,900,0.1410,0.4697,5.4622,8.9924
2024/11/16 15:00,900,0.1247,0.4714,5.4989,8.8461
2024/11/16 16:00,900,0.1520,0.5808,5.9242,9.2011
2024/11/16 17:00,900,0.1560,0.4805,5.4543,9.0638
2024/11/16 18:00,900,0.1373,0.4137,5.4810,8.9551
2024/11/16 19:00,900,0.1439,0.4393,5.3199,8.9665
2024/11/16 20:00,900,0.2402,0.6359,6.9069,9.9738
2024/11/16 21:00,900,0.2529,0.6546,6.7710,10.1408
2024/11/16 22:00,900,0.1874,0.5057,6.1719,9.3338
2024/11/16 23:00,900,0.1769,0.4632,6.1179,9.2785
2024/11/1 0:00,906,0.6925,2.1288,23.0180,12.1003
2024/11/1 1:00,906,0.1973,0.7239,6.2450,6.3473
2024/11/1 2:00,906,0.1858,0.4639,4.9902,6.2314
2024/11/1 3:00,906,0.1723,0.4348,4.9386,6.2709
2024/11/1 4:00,906,0.1724,0.3848,4.5681,6.2998
2024/11/1 5:00,906,0.1682,0.3443,5.0531,6.4266
2024/11/1 6:00,906,0.2502,0.6986,7.9317,9.2238
2024/11/1 7:00,906,0.5222,1.3614,14.0038,11.5679
2024/11/1 8:00,906,0.9756,2.4020,21.1377,13.9098
2024/11/1 9:00,906,1.2445,3.2619,26.2539,15.8226
2024/11/1 10:00,906,0.9770,2.7080,23.6747,14.7042
2024/11/1 11:00,906,0.7405,1.9832,19.0498,13.1701
2024/11/1 12:00,906,0.8535,2.1868,23.3410,14.0509
2024/11/1 13:00,906,0.7777,2.1190,23.1549,13.2420
2024/11/1 14:00,906,0.6921,1.9426,17.5886,12.2427
2024/11/1 15:00,906,0.6808,2.0860,18.0451,12.3481
2024/11/1 16:00,906,0.7796,2.2544,18.0245,13.7001
2024/11/1 17:00,906,0.7580,1.9097,15.6568,13.0701
2024/11/1 18:00,906,0.9288,2.2311,19.6722,14.0761
2024/11/1 19:00,906,0.9217,2.3307,21.0097,14.7444
2024/11/1 20:00,906,1.0949,2.8697,25.2012,15.7951
2024/11/1 21:00,906,1.2144,3.2852,29.8975,16.2146
2024/11/1 22:00,906,1.2362,3.4124,34.7449,16.7573
2024/11/1 23:00,906,0.9401,2.7183,27.7763,14.8635
2024/11/16 0:00,906,0.7176,2.3191,24.5557,11.8943
2024/11/16 1:00,906,0.3769,1.0400,11.2728,10.0031
2024/11/16 2:00,906,0.1639,0.5327,6.6283,9.1785
2024/11/16 3:00,906,0.1858,0.5626,6.2180,9.0580
2024/11/16 4:00,906,0.1535,0.3620,5.1457,5.9036
2024/11/16 5:00,906,0.1535,0.3415,4.5039,5.8396
2024/11/16 6:00,906,0.2469,0.6769,7.3956,8.8141
2024/11/16 7:00,906,0.4630,1.1790,11.9326,10.7151
2024/11/16 8:00,906,0.7205,1.8343,16.4521,12.3471
2024/11/16 9:00,906,0.9557,2.5379,19.6179,13.8663
2024/11/16 10:00,906,0.9491,2.6092,19.7907,13.6078
2024/11/16 11:00,906,0.8385,2.2740,19.3958,13.0864
2024/11/16 12:00,906,0.6863,1.7283,16.8826,12.5804
2024/11/16 13:00,906,0.7215,1.8600,18.0495,12.3731
2024/11/16 14:00,906,0.6863,1.8884,17.3863,11.4889
2024/11/16 15:00,906,0.7216,2.0232,17.9863,12.0909
2024/11/16 16:00,906,0.9224,2.5929,20.4584,13.4100
2024/11/16 17:00,906,0.8307,2.2243,17.8891,12.8058
2024/11/16 18:00,906,0.8879,2.3315,22.1697,13.6037
2024/11/16 19:00,906,0.9512,2.3040,21.6213,13.9142
2024/11/16 20:00,906,1.0987,2.9491,25.9077,14.6684
2024/11/16 21:00,906,1.5032,3.8789,35.9429,17.0288
2024/11/16 22:00,906,1.4241,4.0738,38.7277,16.8097
2024/11/16 23:00,906,1.0123,3.0833,33.0263,14.1777
2024/11/1 0:00,907,0.3748,0.8652,15.4686,9.8989
2024/11/1 1:00,907,0.1819,0.5706,6.5042,6.2758
2024/11/1 2:00,907,0.1888,0.4724,4.8183,6.1694
2024/11/1 3:00,907,0.1836,0.4499,4.7722,6.2105
2024/11/1 4:00,907,0.1836,0.3969,4.3906,6.1036
2024/11/1 5:00,907,0.1794,0.2521,4.5943,6.3636
2024/11/1 6:00,907,0.0505,0.1485,4.5282,7.6166
2024/11/1 7:00,907,0.0595,0.1644,5.1826,7.8265
2024/11/1 8:00,907,0.1413,0.3275,7.2113,8.3625
2024/11/1 9:00,907,0.1850,0.4330,8.4786,8.5399
2024/11/1 10:00,907,0.2567,0.6340,10.7667,8.9391
2024/11/1 11:00,907,0.3162,0.7388,12.0371,9.2955
2024/11/1 12:00,907,0.5256,1.1710,20.8100,10.6147
2024/11/1 13:00,907,0.4360,1.0547,17.3590,9.9492
2024/11/1 14:00,907,0.3626,0.8969,13.0802,9.6199
2024/11/1 15:00,907,0.3886,0.8845,13.7571,9.6616
2024/11/1 16:00,907,0.4612,1.1012,16.7725,10.0248
2024/11/1 17:00,907,0.4956,1.1322,17.9968,10.1661
2024/11/1 18:00,907,0.4787,1.0747,17.4391,10.3168
2024/11/1 19:00,907,0.4353,0.9468,17.4096,10.0572
2024/11/1 20:00,907,0.4527,0.9309,15.9088,10.0825
2024/11/1 21:00,907,0.4334,0.9470,15.8092,9.9277
2024/11/1 22:00,907,0.4704,1.0407,17.9226,10.3460
2024/11/1 23:00,907,0.4620,1.0328,19.4128,10.5252
2024/11/16 0:00,907,0.1894,0.4635,12.7921,8.9422
2024/11/16 1:00,907,0.1416,0.3800,8.0805,8.4877
2024/11/16 2:00,907,0.1000,0.2935,6.1994,8.5245
2024/11/16 3:00,907,0.0654,0.2023,4.9260,7.6508
2024/11/16 4:00,907,0.1409,0.1880,4.9319,5.9289
2024/11/16 5:00,907,0.1409,0.2283,4.2482,5.8562
2024/11/16 6:00,907,0.0480,0.1383,4.3822,7.6382
2024/11/16 7:00,907,0.0551,0.1578,4.8757,7.7683
2024/11/16 8:00,907,0.0778,0.2017,5.3724,7.8516
2024/11/16 9:00,907,0.1337,0.3190,6.2715,8.1845
2024/11/16 10:00,907,0.2225,0.5154,8.3918,8.6626
2024/11/16 11:00,907,0.3111,0.6822,10.9268,9.2584
2024/11/16 12:00,907,0.3753,0.8277,15.9003,9.9693
2024/11/16 13:00,907,0.3548,0.8461,15.1256,9.6719
2024/11/16 14:00,907,0.2771,0.6218,11.2569,9.0223
2024/11/16 15:00,907,0.3072,0.6875,12.5400,9.4158
2024/11/16 16:00,907,0.3715,0.8721,14.4796,9.8717
2024/11/16 17:00,907,0.4093,0.9186,15.0204,10.0443
2024/11/16 18:00,907,0.4074,0.8800,15.2828,10.0786
2024/11/16 19:00,907,0.3251,0.7157,12.0431,9.4805
2024/11/16 20:00,907,0.3311,0.7177,14.2185,9.7526
2024/11/16 21:00,907,0.3678,0.8115,14.9474,9.9926
2024/11/16 22:00,907,0.2871,0.6535,14.6166,9.6206
2024/11/16 23:00,907,0.2422,0.5507,12.9054,9.1350
2024/11/1 0:00,908,0.0749,0.2804,5.9685,7.8309
2024/11/1 1:00,908,0.1782,0.2721,6.2386,6.2017
2024/11/1 2:00,908,0.1823,0.4322,5.0884,6.1237
2024/11/1 3:00,908,0.1786,0.4032,5.0835,6.1665
2024/11/1 4:00,908,0.1786,0.3558,4.7041,5.8852
2024/11/1 5:00,908,0.1730,0.2296,4.8485,6.3147
2024/11/1 6:00,908,0.0542,0.1549,4.7777,7.6129
2024/11/1 7:00,908,0.0533,0.1695,4.6907,7.5884
2024/11/1 8:00,908,0.1414,0.3555,6.2324,8.3649
2024/11/1 9:00,908,0.3184,0.8471,8.8876,9.6044
2024/11/1 10:00,908,0.3598,1.0199,9.5110,9.7871
2024/11/1 11:00,908,0.3473,0.9689,10.2451,9.9660
2024/11/1 12:00,908,0.2670,0.7589,9.8202,9.4846
2024/11/1 13:00,908,0.2221,0.6501,8.3994,9.1058
2024/11/1 14:00,908,0.2869,0.8080,9.9723,9.4019
2024/11/1 15:00,908,0.3379,0.9127,10.9172,9.6110
2024/11/1 16:00,908,0.2626,0.7705,8.6954,9.1981
2024/11/1 17:00,908,0.2365,0.7398,8.8999,9.1141
2024/11/1 18:00,908,0.1747,0.5650,7.4912,8.7366
2024/11/1 19:00,908,0.1899,0.5245,7.6738,8.8231
2024/11/1 20:00,908,0.1722,0.5125,7.0132,8.6097
2024/11/1 21:00,908,0.1407,0.4938,6.3009,8.3758
2024/11/1 22:00,908,0.1348,0.5045,6.2571,8.3469
2024/11/1 23:00,908,0.0896,0.3039,5.7076,8.0388
2024/11/16 0:00,908,0.1138,0.4374,5.6904,8.4039
2024/11/16 1:00,908,0.0482,0.3232,5.1465,8.1493
2024/11/16 2:00,908,0.0421,0.2867,4.9094,8.0411
2024/11/16 3:00,908,0.0586,0.1264,4.9934,7.9988
2024/11/16 4:00,908,0.1505,0.1522,5.0094,6.0389
2024/11/16 5:00,908,0.1505,0.2575,4.3783,5.9665
2024/11/16 6:00,908,0.0810,0.2446,4.5338,7.7557
2024/11/16 7:00,908,0.0823,0.2563,4.9968,7.9243
2024/11/16 8:00,908,0.0823,0.2348,5.1162,8.0391
2024/11/16 9:00,908,0.1857,0.4750,6.2524,8.8118
2024/11/16 10:00,908,0.2137,0.5659,7.0712,9.0934
2024/11/16 11:00,908,0.2348,0.6311,7.4994,9.2742
2024/11/16 12:00,908,0.1803,0.4303,6.2992,8.7246
2024/11/16 13:00,908,0.1671,0.4131,7.0622,8.6491
2024/11/16 14:00,908,0.1845,0.4947,6.8672,8.7654
2024/11/16 15:00,908,0.1673,0.4690,6.5062,8.6540
2024/11/16 16:00,908,0.1702,0.4238,6.4632,8.6429
2024/11/16 17:00,908,0.1741,0.4885,6.4657,8.7699
2024/11/16 18:00,908,0.1649,0.4240,5.8790,8.4672
2024/11/16 19:00,908,0.1395,0.4106,5.5416,8.2985
2024/11/16 20:00,908,0.1327,0.4336,5.8082,8.5179
2024/11/16 21:00,908,0.1449,0.4906,5.4880,8.5372
2024/11/16 22:00,908,0.1392,0.5004,5.7165,8.4684
2024/11/16 23:00,908,0.1450,0.5043,6.0651,8.6774
2024/11/1 0:00,918,1.8513,4.3602,38.1808,15.1186
2024/11/1 1:00,918,1.4631,3.5100,26.3883,13.3119
2024/11/1 2:00,918,1.0849,2.8010,17.3880,11.9377
2024/11/1 3:00,918,1.5142,4.0092,19.3439,12.7438
2024/11/1 4:00,918,1.5091,3.9232,17.3579,12.9031
2024/11/1 5:00,918,0.7930,2.1607,11.9493,10.8791
2024/11/1 6:00,918,0.7500,1.8342,13.1880,10.8926
2024/11/1 7:00,918,1.2502,2.9199,18.9823,13.6964
2024/11/1 8:00,918,3.5852,7.2804,46.7690,24.7588
2024/11/1 9:00,918,4.8311,9.9749,59.1692,30.3539
2024/11/1 10:00,918,5.5987,11.8755,73.1716,33.7243
2024/11/1 11:00,918,6.8526,13.8933,90.4908,39.0821
2024/11/1 12:00,918,7.4350,14.4439,106.9548,38.9432
2024/11/1 13:00,918,5.6191,12.0334,84.8021,33.4944
2024/11/1 14:00,918,5.5366,12.0794,75.8306,32.2417
2024/11/1 15:00,918,6.0385,12.6455,78.2963,33.7218
2024/11/1 16:00,918,5.5488,11.8153,73.4260,32.3311
2024/11/1 17:00,918,4.8943,10.1310,54.5237,30.0552
2024/11/1 18:00,918,4.4254,8.8191,49.1652,28.6454
2024/11/1 19:00,918,4.2838,8.5261,53.3942,28.6712
2024/11/1 20:00,918,4.0672,8.1630,53.8898,27.5531
2024/11/1 21:00,918,3.5429,7.2511,53.5718,25.6830
2024/11/1 22:00,918,3.2951,7.2482,59.4424,23.0056
2024/11/1 23:00,918,2.4517,5.5821,54.5267,18.1213
2024/11/16 0:00,918,1.6073,3.8095,35.7541,13.8992
2024/11/16 1:00,918,1.2279,3.0390,24.6055,11.9610
2024/11/16 2:00,918,0.9230,2.4222,17.5459,10.6203
2024/11/16 3:00,918,1.1855,3.3360,18.9324,11.5143
2024/11/16 4:00,918,1.2750,3.2862,17.7842,12.0514
2024/11/16 5:00,918,0.7728,2.0177,12.0848,10.4691
2024/11/16 6:00,918,0.6321,1.6528,12.3307,10.1134
2024/11/16 7:00,918,1.0494,2.4740,19.0891,12.4642
2024/11/16 8:00,918,1.4906,3.3263,25.2097,15.6526
2024/11/16 9:00,918,1.7983,4.1366,30.8008,17.4422
2024/11/16 10:00,918,1.9490,4.4378,33.0613,18.6480
2024/11/16 11:00,918,1.9674,4.3274,36.5973,19.5178
2024/11/16 12:00,918,2.4689,5.3354,45.1535,21.8474
2024/11/16 13:00,918,2.4336,5.4261,43.5504,20.4236
2024/11/16 14:00,918,1.6314,3.5558,32.7988,16.6759
2024/11/16 15:00,918,1.6653,3.8383,30.0107,16.9336
2024/11/16 16:00,918,1.7257,3.8692,31.4714,17.6240
2024/11/16 17:00,918,1.9714,4.1007,32.4860,19.0469
2024/11/16 18:00,918,3.0561,6.1682,43.4658,25.2071
2024/11/16 19:00,918,3.0340,6.0266,43.9598,25.2687
2024/11/16 20:00,918,3.0249,6.1142,45.4645,24.2734
2024/11/16 21:00,918,2.7797,5.9411,45.5583,22.3988
2024/11/16 22:00,918,2.3011,5.1054,45.4074,18.1026
2024/11/16 23:00,918,1.8489,4.3192,42.0970,14.8517
2024/11/1 0:00,919,0.4004,1.1714,11.6507,9.7840
2024/11/1 1:00,919,0.1637,0.5353,5.8957,6.1046
2024/11/1 2:00,919,0.1737,0.4599,4.5590,6.0158
2024/11/1 3:00,919,0.1648,0.4570,5.3084,6.1922
2024/11/1 4:00,919,0.5051,1.2964,12.0924,10.3964
2024/11/1 5:00,919,0.4040,1.1591,11.4147,10.0372
2024/11/1 6:00,919,0.1611,0.5188,6.6372,8.6997
2024/11/1 7:00,919,0.2254,0.6585,6.9528,8.9146
2024/11/1 8:00,919,0.2580,0.8069,7.2847,9.0818
2024/11/1 9:00,919,0.2499,0.7809,7.8577,8.8488
2024/11/1 10:00,919,0.2661,0.8738,8.8918,8.9992
2024/11/1 11:00,919,0.3213,1.0238,9.6871,9.4045
2024/11/1 12:00,919,0.3169,0.9523,9.3161,9.2104
2024/11/1 13:00,919,0.3595,1.0748,10.2106,9.5697
2024/11/1 14:00,919,0.4164,1.2591,10.6814,9.9732
2024/11/1 15:00,919,0.3266,1.0346,10.2316,9.5384
2024/11/1 16:00,919,0.3436,1.0126,9.8902,9.7554
2024/11/1 17:00,919,0.3989,1.1950,10.3610,10.3722
2024/11/1 18:00,919,0.4372,1.2736,10.9340,10.5253
2024/11/1 19:00,919,0.4491,1.3481,12.1187,10.4776
2024/11/1 20:00,919,0.5464,1.5993,14.1455,11.4180
2024/11/1 21:00,919,0.5320,1.5624,13.3589,11.4313
2024/11/1 22:00,919,0.5573,1.6904,15.2573,11.7722
2024/11/1 23:00,919,0.4641,1.3694,13.2524,10.5307
2024/11/16 0:00,919,0.4652,1.3626,15.6155,10.5582
2024/11/16 1:00,919,0.4292,0.9751,12.8398,10.8812
2024/11/16 2:00,919,0.3313,0.8298,10.8985,10.6127
2024/11/16 3:00,919,0.3289,0.8043,12.0861,10.4913
2024/11/16 4:00,919,0.5435,1.5625,14.6147,11.5650
2024/11/16 5:00,919,0.4719,1.5443,13.4366,11.1314
2024/11/16 6:00,919,0.1716,0.5994,7.5503,8.8739
2024/11/16 7:00,919,0.2420,0.7065,8.9991,9.0062
2024/11/16 8:00,919,0.2888,0.9638,10.5075,9.5004
2024/11/16 9:00,919,0.3832,1.1873,12.1851,10.2148
2024/11/16 10:00,919,0.4375,1.2351,13.3579,10.2203
2024/11/16 11:00,919,0.4197,1.2696,12.3988,10.0088
2024/11/16 12:00,919,0.5105,1.3779,12.3284,10.6815
2024/11/16 13:00,919,0.3775,1.1884,10.7279,9.4837
2024/11/16 14:00,919,0.3379,1.0266,10.8832,9.3536
2024/11/16 15:00,919,0.3222,1.0010,10.5174,9.3578
2024/11/16 16:00,919,0.3805,1.2088,11.6616,9.8157
2024/11/16 17:00,919,0.4089,1.2184,11.2843,9.9256
2024/11/16 18:00,919,0.4559,1.2505,11.4661,10.2101
2024/11/16 19:00,919,0.4845,1.3013,12.4543,10.6124
2024/11/16 20:00,919,0.5594,1.5325,13.7078,11.5746
2024/11/16 21:00,919,0.5699,1.6015,14.4096,11.3336
2024/11/16 22:00,919,0.7578,2.0952,19.6091,12.4600
2024/11/16 23:00,919,0.7189,1.9897,20.0299,12.4895
2024/11/1 0:00,937,0.3756,0.7347,13.0839,9.4914
2024/11/1 1:00,937,0.1883,0.4500,6.7446,6.5078
2024/11/1 2:00,937,0.2051,0.4944,4.9286,6.4047
2024/11/1 3:00,937,0.1945,0.4764,4.8966,6.4332
2024/11/1 4:00,937,0.1874,0.4216,4.4964,6.0857
2024/11/1 5:00,937,0.1851,0.3014,4.8467,6.6153
2024/11/1 6:00,937,0.1547,0.3386,6.4657,8.2647
2024/11/1 7:00,937,0.3472,0.7468,10.8620,9.6047
2024/11/1 8:00,937,1.4461,3.0462,34.5310,14.5479
2024/11/1 9:00,937,1.7163,3.4970,42.5793,15.3539
2024/11/1 10:00,937,1.9431,4.0915,47.1019,16.1366
2024/11/1 11:00,937,2.2910,4.4656,51.7152,17.3460
2024/11/1 12:00,937,3.3635,6.9257,84.0049,21.4023
2024/11/1 13:00,937,2.6966,5.5857,69.2881,17.8569
2024/11/1 14:00,937,2.0216,4.1431,51.5817,16.9029
2024/11/1 15:00,937,1.9173,3.8950,48.2281,16.6780
2024/11/1 16:00,937,1.9182,3.9192,47.0848,16.3379
2024/11/1 17:00,937,1.5593,3.2094,37.7033,14.9993
2024/11/1 18:00,937,1.3248,2.8104,29.0180,13.9558
2024/11/1 19:00,937,0.7726,1.6250,18.0098,11.3061
2024/11/1 20:00,937,0.6147,1.3265,16.4447,10.7386
2024/11/1 21:00,937,0.5935,1.2324,16.5419,10.5680
2024/11/1 22:00,937,0.5245,1.0536,18.2302,10.4803
2024/11/1 23:00,937,0.4975,1.0115,16.8684,10.3889
2024/11/16 0:00,937,0.4712,0.9741,16.1181,10.1805
2024/11/16 1:00,937,0.2606,0.5629,9.7309,9.4906
